,sha1sum,disk_read_avg,disk_read_std,disk_write_avg,disk_write_std,proc_avg,proc_std,mem_commit_avg,mem_commit_std,mem_available_avg,mem_available_std,mem_cache_avg,mem_cache_std
0,46ef567c548a46b24b04760ff7b0fde09f6e6220,1364174.54262716,3897040.26631019,593038.697244008,1844715.78942003,92.4012578407107,92.4012578407107,611993687.521367,286848321.397186,1537669977.7094,284930982.270444,31519280.1367521,2124848.35340563
1,cb7f9d296dc62f8b45ca7ca415847ecbaef133c7,1339649.2497355,3821007.1620048,607669.84628352,1861790.70743313,4.75631918610163,4.75631918610163,1078325833.14285,1719140.15440306,1070901540.57142,1519641.79833978,28926537.1428571,385051.566533785
2,70c8bc42ac17e3b67fe8c425406a862583e92e7d,241446.359882921,373812.219215727,711291.282120713,873718.454491121,81.1192590342697,81.1192590342697,1085374836.36363,7911371.57772471,1068295261.0909,4991038.25352778,29831912.7272727,517626.97544381
3,399ec1e69c8a46de30947f181a047f6e8773e26a,1362520.12912355,3948601.75733003,656514.298250188,2241482.62194848,92.8468949106391,92.8468949106391,604092586.666666,287233586.549893,1545890577.06666,285827616.317507,31185032.5333333,2272413.39756696
4,eccbb063f935a696eac6eebb1b312c1b8d25afe0,561343.84137483,1549530.50200664,1841124.1360009,4587732.1601774,86.6787084790632,86.6787084790632,1069550312.72727,6990601.2657511,1081244392.72727,8451906.76067519,28681867.6363636,228732.301042575
5,80ee2ce330e4f0d552c405bc8ae6469643eeabd5,250551.153484313,186871.937534659,350199.251890088,321344.607162902,70.4432199129057,70.4432199129057,1075131392.0,1635338.90040199,1071708160.0,913079.618101291,29094912.0,562237.548543318
6,c473ac554656879ad2c993583472bceeb53810e1,608252.019153779,2478495.57571268,513408.736050873,1410936.60222781,93.5969715101624,93.5969715101624,566653747.2,252022341.027403,1587044352.0,252570344.53742,29405376.7529411,1580609.87203175
7,254d6cf2e1fc23ff6e6df63760274b96878577fe,307485.139536833,359569.865458919,821420.575041711,776487.186588023,84.0777190968859,84.0777190968859,1075900123.42857,2525160.13587545,1074761435.42857,2376450.88351365,28120502.8571428,198661.170561787
8,08fe9a0d211adabedb72523646adaca5f9463fc9,1289083.01218869,0.0,2682605.62027231,0.0,66.6669742504802,66.6669742504802,1071306069.33333,1566227.18291256,1076761941.33333,489711.398452417,28188672.0,5792.61875148019
9,3c561784834c5886f819c70282bd7f63d0ec2bae,1309553.23656818,0.0,2712573.81448094,0.0,60.0002813933359,60.0002813933359,1074054485.33333,3179581.98171828,1074363050.66666,3001421.30655964,28288341.3333333,73449.3499736761
