,sha1sum,disk_read_avg,disk_read_std,disk_write_avg,disk_write_std,proc_avg,proc_std,mem_commit_avg,mem_commit_std,mem_available_avg,mem_available_std,mem_cache_avg,mem_cache_std
0,46ef567c548a46b24b04760ff7b0fde09f6e6220,966899.391718111,1833691.82180022,69349.2458657425,96402.6016782581,190.178870705818,190.178870705818,446554638.091743,5067495.26046908,1722293896.22018,4562612.31473717,22465770.8623853,631228.795045123
1,cb7f9d296dc62f8b45ca7ca415847ecbaef133c7,109647.580298257,240012.219423212,79104.1886522869,123865.501063271,186.357656438462,186.357656438462,442031864.954128,3302627.41150386,1727233446.75229,1645358.9268146,22044296.2201834,446964.313989205
2,70c8bc42ac17e3b67fe8c425406a862583e92e7d,105036.08748567,166719.424128423,257602.991667128,269710.70345863,166.654702230755,166.654702230755,449633057.391304,7418340.38216045,1721983154.08695,4594394.64677062,23159140.173913,603003.486683383
3,399ec1e69c8a46de30947f181a047f6e8773e26a,1729403.90454898,2925086.25038446,79585.5012661063,122522.207449618,190.741559579922,190.741559579922,444168579.459459,3490871.37406061,1724309873.009,4340727.75037485,22250025.5135135,596295.227872918
4,eccbb063f935a696eac6eebb1b312c1b8d25afe0,375833.738638469,1192259.13889845,56092.9148227089,96500.1098303195,176.800549895371,176.800549895371,439626171.381443,1900246.89270853,1729955649.97938,1556428.32916006,21969339.3814433,338134.102276384
5,80ee2ce330e4f0d552c405bc8ae6469643eeabd5,142842.086334841,35298.0626920398,279132.885113682,67285.4904834904,127.463981875746,127.463981875746,440773017.6,1333585.13808059,1729125580.8,1321236.27647297,22096281.6,7596.94827151008
6,c473ac554656879ad2c993583472bceeb53810e1,412125.86525965,1264340.9271895,55947.3689314252,82849.9578728941,177.920723010277,177.920723010277,445234720.288288,3040680.12669644,1727740660.46846,2421224.05930716,22063823.5675675,469296.2248825
7,254d6cf2e1fc23ff6e6df63760274b96878577fe,805946.216360206,1631838.26404735,74144.2904627747,106131.126244646,188.163248373763,188.163248373763,440442567.923809,3262892.1005907,1727761417.75238,2504221.5276277,22106541.1047619,611216.095168903
8,08fe9a0d211adabedb72523646adaca5f9463fc9,127282.406841024,41103.9138520783,752062.947125936,124982.75756365,73.9766081871344,73.9766081871344,440440832.0,5025355.09103346,1725902848.0,5331438.47111302,22825984.0,743242.732721955
9,3c561784834c5886f819c70282bd7f63d0ec2bae,75760.5525343585,31434.4463669353,524203.352540516,304602.486735782,105.37472396025,105.37472396025,443341824.0,3880484.31068906,1722443776.0,3949865.73728677,22112256.0,93515.3668655585
10,6c52b723eb4e8f4bbf9b6f471fbcdf89298f0346,16138.7055796844,0.0,839717.024692958,0.0,84.1384138413841,84.1384138413841,438901964.8,4553801.127796,1728502169.6,3739652.57603224,22397747.2,323769.562995906
11,b1b0b6cc9acc13431105e3fd200ccf8abb8241b8,73782.5036178909,81822.3274829013,143895.595688981,104460.011672393,129.711196094791,129.711196094791,445907968.0,3874056.99120082,1727293440.0,3068637.391646,22113280.0,12912.1486980285
12,97b90705272af3e9ed71c2e8f8fc7c5e30e3ee4f,1868436.72922628,4888285.17574349,82271.0922015336,114885.713100191,194.53267226625,194.53267226625,444503149.714285,3768267.09865263,1723478528.0,3748709.0652028,22204598.8571428,623672.899518748
13,400c3fccf09d91a5fde4985d7b52b56581b7fadc,743878.071496193,1543322.51086472,87102.4386764968,143646.217618752,179.718104489012,179.718104489012,465559777.467889,6296315.74595033,1709612266.86238,4994758.75873705,22306891.1559633,389209.576251149
